n,k,seed,nodes,restarts,peak depth,solving time,conflicts,propagations,sb propagations,sb prop / all prop,scc propagations,scc prop / all prop,average conflict size,unit nogoods learned,average nogood length,average backtrack amount,average lbd,base time,sb time,scc time
40,3,683422135,114,0,13,0.0026841,34,13852,0,0.0,0,0.0,3.323529411764706,7,2.7941176470588234,0.0,2.3529411764705883,0.00037420000000000004,0.0,0.0
40,3,790691614,43,0,10,0.0024423,22,10438,0,0.0,0,0.0,3.772727272727273,0,4.818181818181818,0.0,3.3636363636363638,0.0002922,0.0,0.0
40,3,738377114,103,0,11,0.0046497,52,24176,0,0.0,0,0.0,2.8653846153846154,0,4.115384615384615,0.0,3.0961538461538463,0.00043160000000000003,0.0,0.0
40,3,842553376,59,0,10,0.0032388,29,15354,0,0.0,0,0.0,6.0344827586206895,0,4.310344827586207,0.0,3.793103448275862,0.00038740000000000004,0.0,0.0
40,3,574143511,58,0,10,0.0041814,43,21115,0,0.0,0,0.0,8.069767441860465,0,7.069767441860465,0.0,4.767441860465116,0.00021060000000000002,0.0,0.0
40,3,496698510,103,0,13,0.0054825,56,31773,0,0.0,0,0.0,6.446428571428571,0,7.910714285714286,0.0,5.125,0.0005366,0.0,0.0
40,3,67705778,71,0,12,0.0024313,27,13524,0,0.0,0,0.0,5.148148148148148,0,4.518518518518518,0.0,3.3333333333333335,0.0003646,0.0,0.0
40,3,174847392,102,0,7,0.0035933,53,23279,0,0.0,0,0.0,5.584905660377358,9,3.188679245283019,0.0,2.4339622641509435,0.0004046,0.0,0.0
40,3,380648891,158,0,11,0.007581,92,40041,0,0.0,0,0.0,8.858695652173912,0,5.423913043478261,0.0,3.9565217391304346,0.0005621000000000001,0.0,0.0
40,3,197483705,201,0,10,0.0085453,115,51937,0,0.0,0,0.0,3.121739130434783,1,5.243478260869566,0.0,3.0956521739130434,0.0008802,0.0,0.0
40,3,34727482,67,0,12,0.0018466,16,10329,0,0.0,0,0.0,2.75,3,2.75,0.0,2.4375,0.00042080000000000004,0.0,0.0
40,3,417995124,85,0,12,0.0048271,50,23779,0,0.0,0,0.0,5.24,0,6.18,0.0,3.86,0.0005755000000000001,0.0,0.0
40,3,87987970,191,0,12,0.0077127,93,39142,0,0.0,0,0.0,2.6344086021505375,4,3.6881720430107525,0.0,2.6666666666666665,0.0008864000000000001,0.0,0.0
40,3,267866821,52,0,11,0.0025831,23,11929,0,0.0,0,0.0,2.391304347826087,0,5.521739130434782,0.0,3.347826086956522,0.0002613,0.0,0.0
40,3,840585452,121,0,12,0.0035585,48,20682,0,0.0,0,0.0,3.1458333333333335,1,3.8333333333333335,0.0,2.7291666666666665,0.00044130000000000005,0.0,0.0
40,3,565392492,105,0,11,0.0061089,61,28994,0,0.0,0,0.0,2.9672131147540983,6,4.065573770491803,0.0,2.7704918032786887,0.0007265,0.0,0.0
40,3,154723618,142,0,12,0.006973,75,31724,0,0.0,0,0.0,5.44,6,5.573333333333333,0.0,3.7866666666666666,0.0006292,0.0,0.0
40,3,689241956,34,0,8,0.0017311,22,11983,0,0.0,0,0.0,2.272727272727273,0,5.409090909090909,0.0,3.6363636363636362,0.0001493,0.0,0.0
40,3,853641120,56,0,12,0.0026949,32,16460,0,0.0,0,0.0,3.78125,0,6.34375,0.0,4.25,0.00023,0.0,0.0
40,3,42633709,141,0,12,0.005211,60,29423,0,0.0,0,0.0,3.533333333333333,2,4.833333333333333,0.0,3.25,0.0005621000000000001,0.0,0.0
40,3,381294591,71,0,12,0.0024296,21,10234,0,0.0,0,0.0,5.857142857142857,1,3.9523809523809526,0.0,3.4761904761904763,0.0002809,0.0,0.0
40,3,725501724,72,0,11,0.0054213,55,26549,0,0.0,0,0.0,3.290909090909091,1,5.381818181818182,0.0,2.8727272727272726,0.0003433,0.0,0.0
40,3,362465233,136,0,12,0.0041013,66,28634,0,0.0,0,0.0,4.878787878787879,0,4.424242424242424,0.0,2.984848484848485,0.00043850000000000003,0.0,0.0
40,3,451418991,81,0,11,0.0026027,39,15147,0,0.0,0,0.0,4.205128205128205,2,3.7948717948717947,0.0,3.1794871794871793,0.0002948,0.0,0.0
40,3,562380711,166,0,11,0.0091519,93,40548,0,0.0,0,0.0,3.78494623655914,3,3.956989247311828,0.0,2.978494623655914,0.0008411,0.0,0.0
40,3,223976660,147,0,19,0.0024342,43,20700,0,0.0,0,0.0,2.7209302325581395,2,3.8372093023255816,0.0,2.9767441860465116,0.00037370000000000003,0.0,0.0
40,3,705732580,146,0,11,0.0084622,100,52396,0,0.0,0,0.0,6.83,1,6.08,0.0,5.26,0.0008865,0.0,0.0
40,3,975723243,336,0,11,0.0145712,197,94538,0,0.0,0,0.0,5.629441624365482,5,5.66497461928934,0.0,3.6751269035532994,0.0011835,0.0,0.0
40,3,402776497,318,0,12,0.0150397,201,94675,0,0.0,0,0.0,4.8159203980099505,1,7.592039800995025,0.0,4.1840796019900495,0.0010500000000000002,0.0,0.0
40,3,624929176,230,0,8,0.0157932,174,104110,0,0.0,0,0.0,3.913793103448276,1,6.649425287356322,0.0,3.6149425287356323,0.0010416000000000002,0.0,0.0
40,4,902712952,186,0,16,0.0083648,88,37442,0,0.0,0,0.0,7.568181818181818,0,7.545454545454546,0.0,4.659090909090909,0.0007738,0.0,0.0
40,3,722427955,316,0,13,0.0260775,255,117187,0,0.0,0,0.0,9.368627450980393,1,7.854901960784313,0.0,5.6196078431372545,0.001572,0.0,0.0
40,4,951249042,43,0,18,0.0014375,19,10163,0,0.0,0,0.0,4.421052631578948,0,9.052631578947368,0.0,6.421052631578948,0.00011960000000000001,0.0,0.0
40,4,962732522,85,0,19,0.0046348,43,18351,0,0.0,0,0.0,16.953488372093023,0,10.581395348837209,0.0,9.255813953488373,0.0006189,0.0,0.0
40,4,4994151,457,0,21,0.0204344,307,108391,0,0.0,0,0.0,5.498371335504886,0,11.384364820846905,0.0,6.550488599348534,0.0017118,0.0,0.0
40,4,666431917,772,0,18,0.0236417,423,119769,0,0.0,0,0.0,4.9361702127659575,0,7.231678486997636,0.0,4.732860520094563,0.0022874,0.0,0.0
40,4,714580964,400,0,18,0.0303981,268,96750,0,0.0,0,0.0,11.682835820895523,0,9.093283582089553,0.0,6.537313432835821,0.0022283000000000003,0.0,0.0
40,4,627682760,155,0,18,0.0112393,80,38809,0,0.0,0,0.0,6.225,0,13.425,0.0,7.3125,0.0009343000000000001,0.0,0.0
40,4,591458755,1252,0,16,0.0660971,787,282112,0,0.0,0,0.0,5.932655654383736,0,14.124523506988565,0.0,5.522236340533672,0.0035894000000000004,0.0,0.0
40,4,623755591,763,0,19,0.0633383,553,195741,0,0.0,0,0.0,8.650994575045209,0,11.6998191681736,0.0,8.64376130198915,0.0049533,0.0,0.0
40,4,508201865,204,0,16,0.0089589,106,36237,0,0.0,0,0.0,3.9716981132075473,0,7.820754716981132,0.0,5.235849056603773,0.0009321,0.0,0.0
40,4,85384369,256,0,17,0.0063434,102,44609,0,0.0,0,0.0,4.901960784313726,0,8.745098039215685,0.0,5.421568627450981,0.000809,0.0,0.0
40,4,552562008,3454,0,17,0.184608,2246,890978,0,0.0,0,0.0,5.269813000890472,0,13.185218165627782,0.0,6.071237756010686,0.0102695,0.0,0.0
40,4,967755635,317,0,15,0.0136735,245,68585,0,0.0,0,0.0,3.7387755102040816,0,8.595918367346938,0.0,5.089795918367347,0.0010494,0.0,0.0
40,4,210184746,1466,0,15,0.0827118,1005,377624,0,0.0,0,0.0,4.170149253731343,2,12.284577114427861,0.0,5.116417910447761,0.004692900000000001,0.0,0.0
40,4,898308583,2824,0,17,0.1941003,2341,866730,0,0.0,0,0.0,6.11191798376762,0,16.653566851772748,0.0,8.310551046561299,0.0087615,0.0,0.0
40,4,218189321,653,0,19,0.0363558,413,158407,0,0.0,0,0.0,4.0556900726392255,0,11.571428571428571,0.0,5.811138014527845,0.0024166,0.0,0.0
40,4,699481219,3079,0,17,0.2179974,2540,931521,0,0.0,0,0.0,5.600393700787402,0,16.68031496062992,0.0,8.376771653543306,0.0095543,0.0,0.0
40,4,431451497,261,0,19,0.0149029,116,36926,0,0.0,0,0.0,14.887931034482758,0,9.405172413793103,0.0,7.7155172413793105,0.0018323,0.0,0.0
40,4,886074302,3348,0,18,0.2408106,2468,861510,0,0.0,0,0.0,17.263371150729334,0,8.878444084278769,0.0,6.791734197730956,0.0204678,0.0,0.0
40,4,341365894,4047,0,17,0.2473663,3493,1049791,0,0.0,0,0.0,5.337245920412253,0,12.842542227311766,0.0,6.305468079015173,0.0093155,0.0,0.0
40,4,497116099,1055,0,16,0.0671795,837,356975,0,0.0,0,0.0,5.197132616487456,0,12.567502986857825,0.0,5.562724014336918,0.0042657,0.0,0.0
40,4,580917325,1027,0,18,0.0225702,403,130567,0,0.0,0,0.0,3.4143920595533497,1,5.739454094292804,0.0,3.6898263027295286,0.0028962000000000002,0.0,0.0
40,4,48997915,1156,0,17,0.0409123,562,209268,0,0.0,0,0.0,5.804270462633452,0,12.53202846975089,0.0,6.432384341637011,0.0044253,0.0,0.0
40,4,330246709,165,0,18,0.0032266,57,23175,0,0.0,0,0.0,2.526315789473684,0,5.719298245614035,0.0,3.3508771929824563,0.00047040000000000005,0.0,0.0
40,4,927212081,43,0,19,0.0017365,16,5773,0,0.0,0,0.0,2.125,0,9.9375,0.0,8.4375,0.00017940000000000002,0.0,0.0
40,4,202208125,18,0,18,0.0002844,0,2357,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0001056,0.0,0.0
40,4,573539300,2131,0,18,0.1547014,1699,593112,0,0.0,0,0.0,5.897586815773985,0,11.61153619776339,0.0,6.010594467333726,0.008939500000000001,0.0,0.0
40,4,993829247,797,0,16,0.0803651,642,286135,0,0.0,0,0.0,6.104361370716511,0,14.69626168224299,0.0,8.20404984423676,0.0042378,0.0,0.0
40,4,215207242,1242,0,20,0.031442,503,170579,0,0.0,0,0.0,7.89065606361829,1,6.618290258449304,0.0,4.469184890656064,0.0040153,0.0,0.0
40,4,524435615,798,0,14,0.0491251,548,200929,0,0.0,0,0.0,3.95985401459854,0,8.967153284671532,0.0,5.1989051094890515,0.0037793,0.0,0.0
40,4,848383412,650,0,16,0.0316081,438,175086,0,0.0,0,0.0,4.029680365296803,0,13.312785388127853,0.0,6.168949771689498,0.0021286,0.0,0.0
40,4,790318763,764,0,17,0.0239194,400,138561,0,0.0,0,0.0,5.525,0,8.86,0.0,5.2325,0.0023805000000000002,0.0,0.0
40,4,125278294,469,0,17,0.0103338,105,48359,0,0.0,0,0.0,2.8,1,5.542857142857143,0.0,3.4952380952380953,0.0019939000000000003,0.0,0.0
40,4,982868806,1403,0,15,0.0483261,902,277600,0,0.0,0,0.0,3.868070953436807,0,8.759423503325943,0.0,5.110864745011087,0.0035685,0.0,0.0
40,4,399040250,2887,0,18,0.2028481,2259,827462,0,0.0,0,0.0,13.065515714918105,0,10.742363877822045,0.0,8.04116865869854,0.011698,0.0,0.0
40,4,475556216,217,0,17,0.0054055,107,32705,0,0.0,0,0.0,3.2990654205607477,0,6.626168224299065,0.0,4.308411214953271,0.0007187000000000001,0.0,0.0
40,4,28599865,7263,0,17,0.5125606,5933,1872517,0,0.0,0,0.0,6.36591943367605,3,12.952469239844936,0.0,5.9064554188437555,0.024294700000000002,0.0,0.0
40,4,2802184,460,0,18,0.0109909,191,63830,0,0.0,0,0.0,5.900523560209424,2,6.769633507853404,0.0,4.816753926701571,0.0017243,0.0,0.0
40,4,873736532,556,0,20,0.0261194,306,111953,0,0.0,0,0.0,16.937908496732025,0,9.830065359477125,0.0,7.215686274509804,0.002451,0.0,0.0
40,4,877657581,4190,0,18,0.3087556,3255,1152866,0,0.0,0,0.0,6.12073732718894,0,14.572657450076806,0.0,6.163440860215053,0.0148424,0.0,0.0
40,4,271263247,745,0,19,0.0170089,254,95920,0,0.0,0,0.0,4.830708661417323,0,9.299212598425196,0.0,5.078740157480315,0.00213,0.0,0.0
40,4,559759926,636,0,16,0.0279367,406,140500,0,0.0,0,0.0,6.66256157635468,0,9.652709359605911,0.0,5.4088669950738915,0.0023761000000000003,0.0,0.0
40,4,576071129,618,0,14,0.0214475,338,132944,0,0.0,0,0.0,4.757396449704142,1,9.215976331360947,0.0,5.43491124260355,0.0018898,0.0,0.0
40,4,607249297,173,0,17,0.0087591,89,37112,0,0.0,0,0.0,7.393258426966292,0,10.629213483146067,0.0,6.325842696629214,0.0008386,0.0,0.0
40,4,284307234,185,0,19,0.0050015,87,32920,0,0.0,0,0.0,2.8620689655172415,0,8.402298850574713,0.0,5.597701149425287,0.0005479,0.0,0.0
40,4,636134251,322,0,13,0.0107066,198,66922,0,0.0,0,0.0,3.6565656565656566,0,10.222222222222221,0.0,4.929292929292929,0.0009211000000000001,0.0,0.0
40,4,130606420,6817,0,18,0.3410181,4978,1679959,0,0.0,0,0.0,4.7505022097227805,4,7.888107673764564,0.0,4.9750903977501,0.0203586,0.0,0.0
40,4,893644811,398,0,18,0.022116,246,96320,0,0.0,0,0.0,8.41869918699187,0,12.073170731707316,0.0,8.414634146341463,0.0017316,0.0,0.0
40,4,235533974,758,0,16,0.0491331,531,204791,0,0.0,0,0.0,4.606403013182674,5,9.03201506591337,0.0,5.711864406779661,0.0042654,0.0,0.0
40,4,802813171,271,0,17,0.0114774,139,50419,0,0.0,0,0.0,8.316546762589928,0,7.273381294964029,0.0,5.043165467625899,0.0012726,0.0,0.0
40,4,55911400,1449,0,14,0.10919,1206,580022,0,0.0,0,0.0,5.2802653399668324,0,14.961857379767828,0.0,6.016583747927031,0.0059411,0.0,0.0
40,4,863327406,150,0,20,0.0039503,54,21189,0,0.0,0,0.0,9.5,0,9.037037037037036,0.0,6.37037037037037,0.0005077,0.0,0.0
40,4,964365310,908,0,17,0.0316799,508,169948,0,0.0,0,0.0,5.836614173228346,0,10.891732283464567,0.0,5.452755905511811,0.0029031,0.0,0.0
40,4,799207153,34,0,17,0.0025363,15,7436,0,0.0,0,0.0,14.0,0,12.866666666666667,0.0,11.933333333333334,0.0002124,0.0,0.0
40,4,493855472,816,0,15,0.0275704,465,161384,0,0.0,0,0.0,3.5161290322580645,5,9.520430107526881,0.0,4.460215053763441,0.0019421000000000002,0.0,0.0
40,4,996381946,1583,0,17,0.1234016,1391,552075,0,0.0,0,0.0,7.93314162473041,0,16.87491013659238,0.0,8.086987778576564,0.005383300000000001,0.0,0.0
40,4,136480816,79,0,17,0.0020315,29,13365,0,0.0,0,0.0,2.9655172413793105,0,8.137931034482758,0.0,4.517241379310345,0.0003009,0.0,0.0
40,4,11930879,917,0,18,0.0421168,574,251698,0,0.0,0,0.0,11.198606271777004,0,9.721254355400697,0.0,6.7508710801393725,0.0035205,0.0,0.0
40,4,804643328,2202,0,18,0.1177338,1695,563552,0,0.0,0,0.0,5.0294985250737465,0,11.936873156342182,0.0,5.853687315634218,0.0063181,0.0,0.0
40,4,643271044,3005,0,17,0.1742152,2581,826396,0,0.0,0,0.0,15.004649360712902,1,9.359163115071677,0.0,7.185199535063929,0.012254200000000002,0.0,0.0
40,4,518216487,1237,0,16,0.0544812,792,289418,0,0.0,0,0.0,7.007575757575758,0,10.669191919191919,0.0,4.912878787878788,0.0041896,0.0,0.0
40,4,554332882,932,0,19,0.0452887,594,216951,0,0.0,0,0.0,4.264309764309765,0,11.436026936026936,0.0,6.9393939393939394,0.0042176,0.0,0.0
40,4,309712481,101,0,15,0.0027849,43,18330,0,0.0,0,0.0,5.883720930232558,0,6.255813953488372,0.0,3.883720930232558,0.00032040000000000004,0.0,0.0
40,4,622445437,2096,0,15,0.1007652,1090,389427,0,0.0,0,0.0,17.88256880733945,0,10.874311926605504,0.0,6.415596330275229,0.0096938,0.0,0.0
40,4,769194049,844,0,19,0.0311147,498,180311,0,0.0,0,0.0,8.552208835341366,0,9.96987951807229,0.0,6.35140562248996,0.0025453000000000003,0.0,0.0
40,4,944504847,189,0,19,0.0042159,75,29416,0,0.0,0,0.0,3.1866666666666665,0,6.533333333333333,0.0,4.453333333333333,0.0006751000000000001,0.0,0.0
40,4,824158451,1120,0,15,0.0326546,457,160048,0,0.0,0,0.0,9.291028446389497,4,5.905908096280087,0.0,3.8840262582056893,0.0036236000000000003,0.0,0.0
40,4,451479123,5367,0,17,0.3948959,4132,1728913,0,0.0,0,0.0,6.111810261374637,0,15.772023233301065,0.0,7.932962245885769,0.0150784,0.0,0.0
40,4,171307081,7535,0,16,0.4608388,4804,1733864,0,0.0,0,0.0,9.874687760199834,1,13.706286427976686,0.0,6.825145711906744,0.027879,0.0,0.0
40,4,629291474,667,0,19,0.0247279,418,137983,0,0.0,0,0.0,5.595693779904306,0,11.236842105263158,0.0,5.423444976076555,0.0015253,0.0,0.0
40,4,985358299,261,0,16,0.0143579,181,62426,0,0.0,0,0.0,15.044198895027625,0,10.972375690607734,0.0,9.701657458563536,0.0013053000000000001,0.0,0.0
40,4,649187687,2097,0,18,0.158657,1749,657105,0,0.0,0,0.0,5.795311606632361,0,12.982847341337907,0.0,8.108061749571183,0.0071222,0.0,0.0
40,4,357219565,1033,0,16,0.058562,680,235337,0,0.0,0,0.0,5.485294117647059,0,11.204411764705883,0.0,5.864705882352941,0.0047543,0.0,0.0
40,4,525543518,157,0,15,0.0079922,104,45073,0,0.0,0,0.0,4.6923076923076925,0,11.01923076923077,0.0,6.3076923076923075,0.0006934,0.0,0.0
40,4,718621750,14515,0,17,1.0263909,11116,3706904,0,0.0,0,0.0,6.366138898884491,1,17.096167686218063,0.0,7.817110471392588,0.0365452,0.0,0.0
40,4,547948170,381,0,18,0.0197909,252,96316,0,0.0,0,0.0,7.821428571428571,0,8.706349206349206,0.0,6.313492063492063,0.0015617,0.0,0.0
40,4,261621582,3723,0,15,0.2345011,3109,1201675,0,0.0,0,0.0,6.972981666130589,0,12.434223222901254,0.0,6.296880025731746,0.011462900000000002,0.0,0.0
40,4,2082002,958,0,17,0.0687305,643,197962,0,0.0,0,0.0,9.443234836702954,0,10.824261275272162,0.0,6.926905132192846,0.005588500000000001,0.0,0.0
40,4,940839725,1059,0,16,0.0381968,595,220592,0,0.0,0,0.0,3.73781512605042,0,7.768067226890756,0.0,4.91764705882353,0.0034759,0.0,0.0
40,4,125901413,3300,0,20,0.2148878,2354,772233,0,0.0,0,0.0,5.249787595581988,0,9.997026338147833,0.0,5.418861512319456,0.014562700000000001,0.0,0.0
40,4,901216675,4860,0,19,0.2248958,3244,1154279,0,0.0,0,0.0,5.321824907521578,2,9.875154130702835,0.0,5.211467324290998,0.020110600000000003,0.0,0.0
40,4,998964269,17241,0,15,1.4838816000000001,14310,5534772,0,0.0,0,0.0,13.15863032844165,1,12.382669461914745,0.0,6.4751921733053805,0.0696211,0.0,0.0
40,4,98744430,278,0,14,0.0172899,205,101033,0,0.0,0,0.0,5.53170731707317,0,12.46829268292683,0.0,6.8585365853658535,0.000737,0.0,0.0
40,4,994491131,710,0,15,0.0287136,422,152746,0,0.0,0,0.0,3.9597156398104265,0,11.518957345971565,0.0,6.040284360189573,0.0025179,0.0,0.0
40,4,17506841,297,0,16,0.0175094,202,68688,0,0.0,0,0.0,5.782178217821782,0,9.311881188118813,0.0,5.0594059405940595,0.0014051,0.0,0.0
40,4,993352596,969,0,18,0.0421302,661,235838,0,0.0,0,0.0,4.712556732223903,0,11.068078668683812,0.0,6.311649016641453,0.0033041000000000004,0.0,0.0
40,4,979864673,222,0,20,0.0045164,70,34062,0,0.0,0,0.0,2.842857142857143,0,8.442857142857143,0.0,4.685714285714286,0.0006219,0.0,0.0
40,4,728150162,912,0,16,0.0178669,294,120354,0,0.0,0,0.0,7.894557823129252,9,5.448979591836735,0.0,3.812925170068027,0.0025853,0.0,0.0
40,4,807898033,596,0,17,0.0319863,520,180398,0,0.0,0,0.0,4.032692307692308,0,11.653846153846153,0.0,5.915384615384616,0.002158,0.0,0.0
40,4,835738724,148,0,18,0.0065563,78,23848,0,0.0,0,0.0,3.858974358974359,0,6.294871794871795,0.0,4.3076923076923075,0.0007236,0.0,0.0
40,4,722276863,255,0,18,0.0124172,154,62918,0,0.0,0,0.0,5.064935064935065,0,6.435064935064935,0.0,4.123376623376624,0.001177,0.0,0.0
60,2,7657390,1,0,1,0.0002429,0,5228,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2.39e-05,0.0,0.0
40,4,887219778,5679,0,19,0.6469754,5445,1594936,0,0.0,0,0.0,16.663544536271807,0,11.978328741965106,0.0,11.581083562901744,0.0394351,0.0,0.0
60,2,750951722,8,0,5,0.0006913,2,7163,0,0.0,0,0.0,2.0,1,1.5,0.0,1.5,8.520000000000001e-05,0.0,0.0
60,2,915987158,5,0,4,0.000791,2,6617,0,0.0,0,0.0,20.5,0,3.5,0.0,3.5,9.16e-05,0.0,0.0
60,2,580109732,16,0,5,0.0011812,5,11671,0,0.0,0,0.0,2.4,2,1.6,0.0,1.6,0.00019270000000000002,0.0,0.0
60,2,581847503,28,0,7,0.0016577,8,12981,0,0.0,0,0.0,4.25,3,1.625,0.0,1.625,0.000259,0.0,0.0
60,2,499889070,23,0,5,0.0015872,9,16432,0,0.0,0,0.0,10.11111111111111,4,2.111111111111111,0.0,2.111111111111111,0.0001841,0.0,0.0
60,2,231943128,11,0,3,0.0010854,4,12833,0,0.0,0,0.0,2.75,4,1.0,0.0,1.0,0.000199,0.0,0.0
60,2,250148691,9,0,3,0.0005267,4,10985,0,0.0,0,0.0,2.5,4,1.0,0.0,1.0,5.33e-05,0.0,0.0
60,2,457456120,25,0,4,0.0009803,11,13165,0,0.0,0,0.0,2.0,7,1.3636363636363635,0.0,1.3636363636363635,0.00023490000000000002,0.0,0.0
60,2,800355621,4,0,2,0.0004292,2,6110,0,0.0,0,0.0,3.0,2,1.0,0.0,1.0,7.25e-05,0.0,0.0
40,4,203955158,30273,0,19,2.0445116,19546,6685491,0,0.0,0,0.0,5.738360789931444,5,13.816893482042362,0.0,6.687250588355674,0.0819667,0.0,0.0
40,4,29987825,13290,0,15,1.4324443,12010,4923226,0,0.0,0,0.0,7.202081598667776,0,19.988259783513737,0.0,8.038551207327227,0.047824900000000004,0.0,0.0
60,2,518640481,5,0,2,0.0006785,3,8627,0,0.0,0,0.0,2.3333333333333335,3,1.0,0.0,1.0,4.3400000000000005e-05,0.0,0.0
60,2,467392857,3,0,2,0.0003091,3,6756,0,0.0,0,0.0,2.6666666666666665,1,1.6666666666666667,0.0,1.6666666666666667,2.8400000000000003e-05,0.0,0.0
60,2,370024305,15,0,7,0.0008162,4,8258,0,0.0,0,0.0,2.0,4,1.0,0.0,1.0,0.0001432,0.0,0.0
60,2,764788392,14,0,3,0.0014095,8,19431,0,0.0,0,0.0,2.0,4,1.75,0.0,1.5,0.000133,0.0,0.0
60,2,153016823,21,0,5,0.0013221,7,15718,0,0.0,0,0.0,8.428571428571429,4,1.4285714285714286,0.0,1.4285714285714286,9.55e-05,0.0,0.0
60,2,52591398,2,0,2,0.0004723,1,5614,0,0.0,0,0.0,58.0,0,2.0,0.0,2.0,2.3800000000000003e-05,0.0,0.0
60,2,920144924,2,0,2,0.000704,2,11287,0,0.0,0,0.0,2.0,1,1.5,0.0,1.5,3.88e-05,0.0,0.0
60,2,678059081,2,0,2,0.0001455,0,5269,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2.44e-05,0.0,0.0
60,2,132873812,23,0,4,0.001921,8,17295,0,0.0,0,0.0,3.125,6,1.25,0.0,1.25,0.0002079,0.0,0.0
60,2,569056057,14,0,3,0.0008936,9,14733,0,0.0,0,0.0,2.888888888888889,8,1.1111111111111112,0.0,1.1111111111111112,0.00012220000000000002,0.0,0.0
60,2,82230790,7,0,4,0.0005234,4,7374,0,0.0,0,0.0,2.0,3,1.25,0.0,1.25,4.35e-05,0.0,0.0
60,2,961507588,4,0,2,0.0004392,2,6903,0,0.0,0,0.0,2.0,1,1.5,0.0,1.5,4.1e-05,0.0,0.0
60,2,533817044,16,0,6,0.0020869,8,16938,0,0.0,0,0.0,3.625,1,2.5,0.0,2.125,0.0001542,0.0,0.0
60,2,907326045,18,0,7,0.0009097,3,8344,0,0.0,0,0.0,2.3333333333333335,3,1.0,0.0,1.0,0.0001488,0.0,0.0
60,2,868005160,5,0,3,0.0007828,3,8806,0,0.0,0,0.0,2.0,2,1.3333333333333333,0.0,1.3333333333333333,7.290000000000001e-05,0.0,0.0
60,2,417762698,11,0,4,0.0008727,5,9129,0,0.0,0,0.0,10.2,3,1.4,0.0,1.4,9.230000000000001e-05,0.0,0.0
60,2,700392389,13,0,3,0.0007745,5,11809,0,0.0,0,0.0,2.0,3,1.4,0.0,1.4,9.21e-05,0.0,0.0
60,2,563155830,22,0,4,0.0006763,8,11778,0,0.0,0,0.0,2.0,7,1.125,0.0,1.125,0.0001271,0.0,0.0
60,2,253264657,4,0,3,0.0002887,1,5529,0,0.0,0,0.0,2.0,1,1.0,0.0,1.0,5.4900000000000006e-05,0.0,0.0
60,2,600198980,3,0,2,0.0009536,2,8000,0,0.0,0,0.0,11.0,1,1.5,0.0,1.5,8.25e-05,0.0,0.0
60,2,308600836,6,0,3,0.0003065,2,6359,0,0.0,0,0.0,2.0,2,1.0,0.0,1.0,3.85e-05,0.0,0.0
60,2,408021570,9,0,3,0.0008619,5,11740,0,0.0,0,0.0,2.0,4,1.2,0.0,1.2,5.03e-05,0.0,0.0
60,2,15406,6,0,3,0.0008608,4,9371,0,0.0,0,0.0,2.0,3,1.25,0.0,1.25,9e-05,0.0,0.0
60,2,618678641,3,0,1,0.0008692,3,8504,0,0.0,0,0.0,6.333333333333333,3,1.0,0.0,1.0,4.69e-05,0.0,0.0
60,2,646611421,3,0,3,0.0004247,1,7582,0,0.0,0,0.0,2.0,1,1.0,0.0,1.0,4.24e-05,0.0,0.0
60,2,717198066,8,0,3,0.0006063,3,8078,0,0.0,0,0.0,2.6666666666666665,2,2.3333333333333335,0.0,1.6666666666666667,6.14e-05,0.0,0.0
60,2,215296046,1,0,1,0.0001352,0,5250,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.1900000000000001e-05,0.0,0.0
60,2,688258525,3,0,2,0.0002954,2,6182,0,0.0,0,0.0,2.5,2,1.0,0.0,1.0,2.3500000000000002e-05,0.0,0.0
60,2,409586654,5,0,2,0.0007273,3,9241,0,0.0,0,0.0,2.3333333333333335,1,2.3333333333333335,0.0,1.6666666666666667,6.13e-05,0.0,0.0
60,2,568407258,17,0,5,0.0011092,6,11805,0,0.0,0,0.0,2.3333333333333335,6,1.0,0.0,1.0,0.0002449,0.0,0.0
60,2,37750634,11,0,4,0.0022839,8,15630,0,0.0,0,0.0,2.0,3,2.375,0.0,2.125,0.0001342,0.0,0.0
60,2,964319601,10,0,4,0.0003333,2,6051,0,0.0,0,0.0,3.0,2,1.0,0.0,1.0,6.82e-05,0.0,0.0
60,2,407304022,15,0,3,0.0009967,6,16336,0,0.0,0,0.0,2.3333333333333335,3,1.5,0.0,1.5,0.0001439,0.0,0.0
60,2,432912707,10,0,2,0.0005219,4,8514,0,0.0,0,0.0,2.0,4,1.0,0.0,1.0,7.25e-05,0.0,0.0
60,2,122324419,8,0,5,0.0005604,3,7504,0,0.0,0,0.0,2.0,1,1.6666666666666667,0.0,1.6666666666666667,9.22e-05,0.0,0.0
60,2,785952526,5,0,3,0.0003907,3,6035,0,0.0,0,0.0,7.333333333333333,2,1.6666666666666667,0.0,1.6666666666666667,6.37e-05,0.0,0.0
60,2,842931659,27,0,7,0.0017839,7,14674,0,0.0,0,0.0,2.2857142857142856,4,1.4285714285714286,0.0,1.4285714285714286,0.00036500000000000004,0.0,0.0
60,2,143681171,4,0,3,0.0009309,3,10026,0,0.0,0,0.0,2.0,1,2.3333333333333335,0.0,1.6666666666666667,7.780000000000001e-05,0.0,0.0
